locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLNMODBO_04697	CDS	1008	rbsC		COG1172	Ribose import permease protein RbsC
PLNMODBO_04698	CDS	1005	purR_3			HTH-type transcriptional repressor PurR
PLNMODBO_04699	CDS	915	rbsK	2.7.1.15	COG0524	Ribokinase
PLNMODBO_04700	CDS	786				hypothetical protein
PLNMODBO_04701	CDS	1329				putative protein
PLNMODBO_04702	CDS	534				hypothetical protein
PLNMODBO_04703	CDS	2538	nagZ_3	3.2.1.52		Beta-hexosaminidase
PLNMODBO_04704	CDS	399				hypothetical protein
PLNMODBO_04705	CDS	786				hypothetical protein
PLNMODBO_04706	CDS	894				hypothetical protein
PLNMODBO_04707	CDS	495				hypothetical protein
PLNMODBO_04708	CDS	876	Hgd	1.1.1.291		2-(hydroxymethyl)glutarate dehydrogenase
PLNMODBO_04709	CDS	1266	fabF_3	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
PLNMODBO_04710	CDS	249	acpP_2			Acyl carrier protein
PLNMODBO_04711	CDS	1047	fabH_4	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
PLNMODBO_04712	CDS	942	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
PLNMODBO_04713	CDS	1191			COG2508	putative protein
PLNMODBO_04714	CDS	717		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
PLNMODBO_04715	CDS	819				hypothetical protein
PLNMODBO_04716	CDS	474				hypothetical protein
PLNMODBO_04717	CDS	1029	iolS_4	1.1.1.-	COG0667	Aldo-keto reductase IolS
PLNMODBO_04718	CDS	1239				hypothetical protein
PLNMODBO_04719	CDS	1167				hypothetical protein
PLNMODBO_04720	CDS	681	vraR_1			Response regulator protein VraR
PLNMODBO_04721	CDS	1344				hypothetical protein
PLNMODBO_04722	CDS	906				hypothetical protein
PLNMODBO_04723	CDS	1278				hypothetical protein
PLNMODBO_04724	CDS	759				hypothetical protein
PLNMODBO_04725	CDS	1605	qacA_5		COG0477	Antiseptic resistance protein
PLNMODBO_04726	CDS	405				hypothetical protein
PLNMODBO_04727	CDS	327				hypothetical protein
PLNMODBO_04728	CDS	2733	aceE_1	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
PLNMODBO_04729	CDS	441				putative protein
PLNMODBO_04730	CDS	459	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
PLNMODBO_04731	CDS	576	yceD_4		COG2310	General stress protein 16U
PLNMODBO_04732	CDS	576	yceD_5		COG2310	General stress protein 16U
PLNMODBO_04733	CDS	1158				hypothetical protein
PLNMODBO_04734	CDS	753				hypothetical protein
PLNMODBO_04735	CDS	1305				hypothetical protein
PLNMODBO_04736	CDS	1173				hypothetical protein
PLNMODBO_04737	CDS	1491				hypothetical protein
PLNMODBO_04738	CDS	1146	stiP	3.4.22.-		Cysteine protease StiP
PLNMODBO_04739	CDS	822				hypothetical protein
PLNMODBO_04740	CDS	630				hypothetical protein
PLNMODBO_04741	CDS	1137				hypothetical protein
PLNMODBO_04742	CDS	657	devR_4		COG2197	DNA-binding transcriptional activator DevR/DosR
PLNMODBO_04743	CDS	660	trmR_1	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
PLNMODBO_04744	CDS	213				hypothetical protein
PLNMODBO_04745	CDS	924	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
PLNMODBO_04746	CDS	165				hypothetical protein
PLNMODBO_04747	CDS	1146	dgoD_1	4.2.1.6	COG4948	D-galactonate dehydratase
PLNMODBO_04748	CDS	660				hypothetical protein
PLNMODBO_04749	CDS	1308				hypothetical protein
PLNMODBO_04750	tRNA	73				tRNA-Val(tac)
PLNMODBO_04751	CDS	552				hypothetical protein
PLNMODBO_04752	CDS	501	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
PLNMODBO_04753	CDS	1413				hypothetical protein
PLNMODBO_04754	CDS	1164				hypothetical protein
PLNMODBO_04755	CDS	1230	btuC_2			Vitamin B12 import system permease protein BtuC
PLNMODBO_04756	CDS	873	fepC_2		COG1120	Ferric enterobactin transport ATP-binding protein FepC
PLNMODBO_04757	CDS	1011				hypothetical protein
PLNMODBO_04758	CDS	1434	pikC_2	1.14.15.33		Cytochrome P450 monooxygenase PikC
PLNMODBO_04759	CDS	222				hypothetical protein
PLNMODBO_04760	CDS	2487	ctpA_3	7.2.2.8	COG2217	Copper-exporting P-type ATPase
PLNMODBO_04761	CDS	492				hypothetical protein
PLNMODBO_04762	CDS	609	sigC		COG1595	ECF RNA polymerase sigma factor SigC
PLNMODBO_04763	CDS	198				hypothetical protein
PLNMODBO_04764	CDS	768				hypothetical protein
PLNMODBO_04765	CDS	891	bpoA2	1.11.1.-		Non-haem bromoperoxidase BPO-A2
PLNMODBO_04766	CDS	558				hypothetical protein
PLNMODBO_04767	CDS	1296				hypothetical protein
PLNMODBO_04768	tRNA	75				tRNA-Thr(cgt)
PLNMODBO_04769	CDS	660				hypothetical protein
PLNMODBO_04770	CDS	1221	prmC_5	2.1.1.297		Release factor glutamine methyltransferase
PLNMODBO_04771	CDS	987			COG0589	Universal stress protein
PLNMODBO_04772	CDS	537				hypothetical protein
PLNMODBO_04773	CDS	657				hypothetical protein
PLNMODBO_04774	CDS	771				hypothetical protein
PLNMODBO_04775	CDS	474				hypothetical protein
PLNMODBO_04776	CDS	1671				hypothetical protein
PLNMODBO_04777	CDS	645				hypothetical protein
PLNMODBO_04778	CDS	759				hypothetical protein
PLNMODBO_04779	CDS	582	mneA			Putative manganese exporter
PLNMODBO_04780	CDS	663	hxpA_1	3.1.3.22	COG0637	Hexitol phosphatase A
PLNMODBO_04781	CDS	1056				hypothetical protein
PLNMODBO_04782	CDS	2052	mdtD_7			Putative multidrug resistance protein MdtD
PLNMODBO_04783	CDS	543				hypothetical protein
PLNMODBO_04784	CDS	774				hypothetical protein
PLNMODBO_04785	CDS	528				hypothetical protein
PLNMODBO_04786	CDS	384	mhuD	1.14.99.57	COG2329	Heme oxygenase (mycobilin-producing)
PLNMODBO_04787	CDS	465				hypothetical protein
PLNMODBO_04788	CDS	471				hypothetical protein
PLNMODBO_04789	CDS	315				hypothetical protein
PLNMODBO_04790	CDS	1611	proP_3			Proline/betaine transporter
PLNMODBO_04791	CDS	567				hypothetical protein
PLNMODBO_04792	CDS	1002	iolS_5	1.1.1.-	COG0667	Aldo-keto reductase IolS
PLNMODBO_04793	CDS	1095				hypothetical protein
PLNMODBO_04794	CDS	684				hypothetical protein
PLNMODBO_04795	CDS	1647	ctaD_2	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
PLNMODBO_04796	CDS	354				hypothetical protein
PLNMODBO_04797	CDS	711				hypothetical protein
PLNMODBO_04798	CDS	462				hypothetical protein
PLNMODBO_04799	CDS	621				hypothetical protein
PLNMODBO_04800	CDS	1233		1.14.15.29	COG2124	Steroid C26-monooxygenase
PLNMODBO_04801	CDS	1170	fadA5_1	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
PLNMODBO_04802	CDS	558				hypothetical protein
PLNMODBO_04803	CDS	534				hypothetical protein
PLNMODBO_04804	CDS	201				hypothetical protein
PLNMODBO_04805	CDS	447				hypothetical protein
PLNMODBO_04806	CDS	504				hypothetical protein
PLNMODBO_04807	CDS	963				hypothetical protein
PLNMODBO_04808	CDS	1884	btuD_23	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PLNMODBO_04809	CDS	1200				hypothetical protein
PLNMODBO_04810	CDS	744				hypothetical protein
PLNMODBO_04811	CDS	1320				hypothetical protein
PLNMODBO_04812	CDS	1074	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
PLNMODBO_04813	CDS	1455	geoB	1.2.1.86		Geranial dehydrogenase
PLNMODBO_04814	CDS	285				hypothetical protein
PLNMODBO_04815	CDS	2637	ramC_2	2.7.-.-	COG0515	putative SapB synthase
PLNMODBO_04816	CDS	114				hypothetical protein
PLNMODBO_04817	CDS	1707	ramA_1		COG1132	ABC transporter ATP-binding protein RamA
PLNMODBO_04818	CDS	1887	ramB_2		COG1132	ABC transporter ATP-binding protein RamB
PLNMODBO_04819	CDS	618	ramR		COG2197	Response regulator RamR
PLNMODBO_04820	CDS	633	kstR			HTH-type transcriptional repressor KstR
PLNMODBO_04821	CDS	1413		2.4.1.11	COG0438	Glycogen synthase
PLNMODBO_04822	CDS	813	COQ5_6	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
PLNMODBO_04823	CDS	1071				hypothetical protein
PLNMODBO_04824	CDS	330				hypothetical protein
PLNMODBO_04825	CDS	804				hypothetical protein
PLNMODBO_04826	CDS	312				hypothetical protein
PLNMODBO_04827	CDS	1011		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
PLNMODBO_04828	CDS	855				hypothetical protein
PLNMODBO_04829	CDS	978				hypothetical protein
PLNMODBO_04830	CDS	651				hypothetical protein
PLNMODBO_04831	CDS	2223		1.3.99.-		Acyl-CoA dehydrogenase FadE34
PLNMODBO_04832	CDS	1197	pcaF	2.3.1.174		Beta-ketoadipyl-CoA thiolase
PLNMODBO_04833	CDS	1449	efpA_3			putative MFS-type transporter EfpA
PLNMODBO_04834	CDS	792	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PLNMODBO_04835	CDS	483	gcvH_2		COG0509	Glycine cleavage system H protein
PLNMODBO_04836	CDS	657	desR_2		COG2197	Transcriptional regulatory protein DesR
PLNMODBO_04837	CDS	561				hypothetical protein
PLNMODBO_04838	CDS	1002				hypothetical protein
PLNMODBO_04839	CDS	843				hypothetical protein
PLNMODBO_04840	CDS	207				hypothetical protein
PLNMODBO_04841	CDS	1329				hypothetical protein
PLNMODBO_04842	CDS	657				hypothetical protein
PLNMODBO_04843	CDS	666				hypothetical protein
PLNMODBO_04844	CDS	1374				hypothetical protein
PLNMODBO_04845	CDS	867				hypothetical protein
PLNMODBO_04846	CDS	1086	adhB	1.1.1.1	COG1062	Alcohol dehydrogenase B
PLNMODBO_04847	CDS	954				hypothetical protein
PLNMODBO_04848	CDS	870				hypothetical protein
PLNMODBO_04849	CDS	165				hypothetical protein
PLNMODBO_04850	CDS	1371				hypothetical protein
PLNMODBO_04851	CDS	867				hypothetical protein
PLNMODBO_04852	CDS	690			COG1579	putative protein
PLNMODBO_04853	CDS	1185			COG0328	Bifunctional protein
PLNMODBO_04854	CDS	2052	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
PLNMODBO_04855	CDS	678	eda		COG0800	KHG/KDPG aldolase
PLNMODBO_04856	CDS	798				hypothetical protein
PLNMODBO_04857	CDS	1464	rnr	3.1.13.1	COG0557	Ribonuclease R
PLNMODBO_04858	CDS	690				hypothetical protein
PLNMODBO_04859	CDS	801				hypothetical protein
PLNMODBO_04860	CDS	984	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
PLNMODBO_04861	CDS	2253	afsR_5		COG3629	Regulatory protein AfsR
PLNMODBO_04862	CDS	444				hypothetical protein
PLNMODBO_04863	CDS	201				hypothetical protein
PLNMODBO_04864	CDS	375				hypothetical protein
PLNMODBO_04865	CDS	381				hypothetical protein
PLNMODBO_04866	CDS	1230				hypothetical protein
PLNMODBO_04867	CDS	663	gph_8	3.1.3.18		Phosphoglycolate phosphatase
PLNMODBO_04868	CDS	288				hypothetical protein
PLNMODBO_04869	CDS	222				hypothetical protein
PLNMODBO_04870	CDS	627				hypothetical protein
PLNMODBO_04871	CDS	351				hypothetical protein
PLNMODBO_04872	CDS	261				hypothetical protein
PLNMODBO_04873	CDS	933				hypothetical protein
PLNMODBO_04874	CDS	240				hypothetical protein
PLNMODBO_04875	CDS	144				hypothetical protein
PLNMODBO_04876	CDS	765				hypothetical protein
PLNMODBO_04877	CDS	1128				hypothetical protein
PLNMODBO_04878	CDS	1008				hypothetical protein
PLNMODBO_04879	CDS	870				hypothetical protein
PLNMODBO_04880	CDS	4815				hypothetical protein
PLNMODBO_04881	CDS	267				hypothetical protein
PLNMODBO_04882	CDS	519				hypothetical protein
PLNMODBO_04883	CDS	480				hypothetical protein
PLNMODBO_04884	CDS	330				hypothetical protein
PLNMODBO_04885	CDS	405				hypothetical protein
PLNMODBO_04886	CDS	387				hypothetical protein
PLNMODBO_04887	CDS	408				hypothetical protein
PLNMODBO_04888	CDS	582				hypothetical protein
PLNMODBO_04889	CDS	249				hypothetical protein
PLNMODBO_04890	CDS	408				hypothetical protein
PLNMODBO_04891	CDS	963				hypothetical protein
PLNMODBO_04892	CDS	576				hypothetical protein
PLNMODBO_04893	CDS	1002				hypothetical protein
PLNMODBO_04894	CDS	1374				hypothetical protein
PLNMODBO_04895	CDS	1629				hypothetical protein
PLNMODBO_04896	CDS	471				hypothetical protein
PLNMODBO_04897	CDS	276				hypothetical protein
PLNMODBO_04898	CDS	189				hypothetical protein
PLNMODBO_04899	CDS	360				hypothetical protein
PLNMODBO_04900	CDS	243				hypothetical protein
PLNMODBO_04901	CDS	198				hypothetical protein
PLNMODBO_04902	CDS	402				hypothetical protein
PLNMODBO_04903	CDS	372				hypothetical protein
PLNMODBO_04904	CDS	384				hypothetical protein
PLNMODBO_04905	CDS	369				hypothetical protein
PLNMODBO_04906	CDS	210				hypothetical protein
PLNMODBO_04907	CDS	123				hypothetical protein
PLNMODBO_04908	CDS	150				hypothetical protein
PLNMODBO_04909	CDS	852				hypothetical protein
PLNMODBO_04910	CDS	501				hypothetical protein
PLNMODBO_04911	CDS	381				hypothetical protein
PLNMODBO_04912	CDS	168				hypothetical protein
PLNMODBO_04913	CDS	1446				hypothetical protein
PLNMODBO_04914	CDS	249				hypothetical protein
PLNMODBO_04915	CDS	339				hypothetical protein
PLNMODBO_04916	CDS	423				hypothetical protein
PLNMODBO_04917	CDS	231				hypothetical protein
PLNMODBO_04918	CDS	342				hypothetical protein
PLNMODBO_04919	CDS	492				hypothetical protein
PLNMODBO_04920	CDS	780				hypothetical protein
PLNMODBO_04921	CDS	345				hypothetical protein
PLNMODBO_04922	CDS	993				hypothetical protein
PLNMODBO_04923	CDS	309				hypothetical protein
PLNMODBO_04924	CDS	780				hypothetical protein
PLNMODBO_04925	CDS	288				hypothetical protein
PLNMODBO_04926	CDS	117				hypothetical protein
PLNMODBO_04927	CDS	159				hypothetical protein
PLNMODBO_04928	CDS	585				hypothetical protein
PLNMODBO_04929	CDS	231				hypothetical protein
PLNMODBO_04930	CDS	234				hypothetical protein
PLNMODBO_04931	CDS	660				hypothetical protein
PLNMODBO_04932	CDS	210				hypothetical protein
PLNMODBO_04933	CDS	312				hypothetical protein
PLNMODBO_04934	CDS	708				hypothetical protein
PLNMODBO_04935	CDS	984				hypothetical protein
PLNMODBO_04936	CDS	348	ihfA			Integration host factor subunit alpha
PLNMODBO_04937	CDS	291				hypothetical protein
PLNMODBO_04938	CDS	402				hypothetical protein
PLNMODBO_04939	CDS	792				hypothetical protein
PLNMODBO_04940	CDS	387	whiB_6			Transcriptional regulator WhiB
PLNMODBO_04941	CDS	195				hypothetical protein
PLNMODBO_04942	CDS	279				hypothetical protein
PLNMODBO_04943	CDS	285	whiB1_3			Transcriptional regulator WhiB1
PLNMODBO_04944	CDS	834				hypothetical protein
PLNMODBO_04945	CDS	894	recE	3.1.11.-		Exodeoxyribonuclease 8
PLNMODBO_04946	CDS	459				hypothetical protein
PLNMODBO_04947	CDS	216				hypothetical protein
PLNMODBO_04948	CDS	606				hypothetical protein
PLNMODBO_04949	CDS	432				hypothetical protein
PLNMODBO_04950	CDS	234				hypothetical protein
PLNMODBO_04951	CDS	177				hypothetical protein
PLNMODBO_04952	CDS	240				hypothetical protein
PLNMODBO_04953	CDS	243				hypothetical protein
PLNMODBO_04954	CDS	357				hypothetical protein
PLNMODBO_04955	CDS	1335				hypothetical protein
PLNMODBO_04956	CDS	312				hypothetical protein
PLNMODBO_04957	CDS	513				hypothetical protein
PLNMODBO_04958	CDS	282				hypothetical protein
PLNMODBO_04959	CDS	240				hypothetical protein
PLNMODBO_04960	CDS	408				hypothetical protein
PLNMODBO_04961	CDS	462				hypothetical protein
PLNMODBO_04962	CDS	1287	xerC_3			Tyrosine recombinase XerC
PLNMODBO_04963	CDS	1137	pcm_9	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
PLNMODBO_04964	CDS	888	albA	1.21.98.-	COG0535	Antilisterial bacteriocin subtilosin biosynthesis protein AlbA
PLNMODBO_04965	CDS	387				hypothetical protein
PLNMODBO_04966	CDS	840				hypothetical protein
PLNMODBO_04967	CDS	216				hypothetical protein
PLNMODBO_04968	CDS	264				hypothetical protein
PLNMODBO_04969	CDS	501	ppiA	5.2.1.8		Peptidyl-prolyl cis-trans isomerase A
PLNMODBO_04970	CDS	2163				hypothetical protein
PLNMODBO_04971	CDS	888	COQ5_7	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
PLNMODBO_04972	CDS	1062				hypothetical protein
PLNMODBO_04973	CDS	777	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
PLNMODBO_04974	CDS	903				hypothetical protein
PLNMODBO_04975	CDS	1680	phoD	3.1.3.1	COG3540	Alkaline phosphatase D
PLNMODBO_04976	CDS	1320	bcr_1			Bicyclomycin resistance protein
PLNMODBO_04977	CDS	1098	yfeW_2	3.4.16.4		Putative D-alanyl-D-alanine carboxypeptidase
PLNMODBO_04978	CDS	975				hypothetical protein
PLNMODBO_04979	CDS	837		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
PLNMODBO_04980	CDS	189				hypothetical protein
PLNMODBO_04981	CDS	597	tetR_2			DNA-binding transcriptional repressor TetR
PLNMODBO_04982	CDS	744				hypothetical protein
PLNMODBO_04983	CDS	900				hypothetical protein
PLNMODBO_04984	CDS	999	efeU		COG0672	Ferrous iron permease EfeU
PLNMODBO_04985	CDS	1353	efeN	1.11.1.-	COG2837	putative deferrochelatase/peroxidase EfeN
PLNMODBO_04986	CDS	1158			COG2822	Efem/EfeO family lipoprotein
PLNMODBO_04987	CDS	984	btuD_24	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PLNMODBO_04988	CDS	1101	btuC_3			Vitamin B12 import system permease protein BtuC
PLNMODBO_04989	CDS	1083	btuF_2			Vitamin B12-binding protein
PLNMODBO_04990	CDS	1440				hypothetical protein
PLNMODBO_04991	CDS	1608				hypothetical protein
PLNMODBO_04992	CDS	693			COG0384	putative protein
PLNMODBO_04993	CDS	690	pbsA1	1.14.14.18		Heme oxygenase 1
PLNMODBO_04994	CDS	858	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 2
PLNMODBO_04995	CDS	237				hypothetical protein
PLNMODBO_04996	CDS	510	entS_5			Enterobactin exporter EntS
PLNMODBO_04997	CDS	774	entS_6			Enterobactin exporter EntS
PLNMODBO_04998	CDS	1152	nedA	3.2.1.18		Sialidase
PLNMODBO_04999	CDS	1383				hypothetical protein
PLNMODBO_05000	CDS	984	lacF_4			Lactose transport system permease protein LacF
PLNMODBO_05001	CDS	921	araQ_7		COG0395	L-arabinose transport system permease protein AraQ
PLNMODBO_05002	CDS	750				hypothetical protein
PLNMODBO_05003	CDS	306				hypothetical protein
PLNMODBO_05004	CDS	198				hypothetical protein
PLNMODBO_05005	CDS	1167				hypothetical protein
PLNMODBO_05006	CDS	129				hypothetical protein
PLNMODBO_05007	CDS	1239	pcm_10	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
PLNMODBO_05008	CDS	135				hypothetical protein
PLNMODBO_05009	CDS	813	rip2		COG1994	Putative zinc metalloprotease Rip2
PLNMODBO_05010	CDS	3360				hypothetical protein
PLNMODBO_05011	CDS	843	drrB_6			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
PLNMODBO_05012	CDS	1056	drrA_8	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
PLNMODBO_05013	CDS	459	lrp_1		COG1522	Leucine-responsive regulatory protein
PLNMODBO_05014	CDS	750				hypothetical protein
PLNMODBO_05015	CDS	330				hypothetical protein
PLNMODBO_05016	CDS	918	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
PLNMODBO_05017	CDS	1620	qacA_6		COG0477	Antiseptic resistance protein
PLNMODBO_05018	CDS	666				hypothetical protein
PLNMODBO_05019	CDS	1023				hypothetical protein
PLNMODBO_05020	CDS	1215	ydhP_4		COG2814	Inner membrane transport protein YdhP
PLNMODBO_05021	CDS	447				hypothetical protein
PLNMODBO_05022	CDS	1755	nadE_3	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
PLNMODBO_05023	CDS	1626	mmcO	1.16.3.1	COG2132	Multicopper oxidase MmcO
PLNMODBO_05024	CDS	501				hypothetical protein
PLNMODBO_05025	CDS	705				hypothetical protein
PLNMODBO_05026	CDS	903	rutD_3	3.5.1.-		Putative aminoacrylate hydrolase RutD
PLNMODBO_05027	CDS	618				Thioredoxin-like reductase
PLNMODBO_05028	CDS	1362	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
PLNMODBO_05029	CDS	3036	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
PLNMODBO_05030	CDS	837				hypothetical protein
PLNMODBO_05031	CDS	1071	cytR_4		COG1609	HTH-type transcriptional repressor CytR
PLNMODBO_05032	CDS	1608	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
PLNMODBO_05033	CDS	1269	dasA_3		COG1653	Diacetylchitobiose binding protein DasA
PLNMODBO_05034	CDS	987				hypothetical protein
PLNMODBO_05035	CDS	840	dasC_5		COG0395	Diacetylchitobiose uptake system permease protein DasC
PLNMODBO_05036	CDS	1605	malL_2	3.2.1.10	COG0366	Oligo-1,6-glucosidase
PLNMODBO_05037	CDS	1134	degA_1		COG1609	HTH-type transcriptional regulator DegA
PLNMODBO_05038	CDS	702				hypothetical protein
PLNMODBO_05039	CDS	741				hypothetical protein
PLNMODBO_05040	CDS	666				hypothetical protein
PLNMODBO_05041	CDS	741	COQ5_8	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
PLNMODBO_05042	CDS	558				Calerythrin
PLNMODBO_05043	CDS	189				hypothetical protein
PLNMODBO_05044	CDS	831				hypothetical protein
PLNMODBO_05045	CDS	522				hypothetical protein
PLNMODBO_05046	CDS	660				hypothetical protein
PLNMODBO_05047	CDS	1209		1.14.15.11	COG2124	Pentalenic acid synthase
PLNMODBO_05048	CDS	1413	aml_1	3.2.1.1		Alpha-amylase
PLNMODBO_05049	CDS	2634	pulA	3.2.1.41		Pullulanase
PLNMODBO_05050	CDS	612				hypothetical protein
PLNMODBO_05051	CDS	342				hypothetical protein
PLNMODBO_05052	CDS	717	betI_8			HTH-type transcriptional regulator BetI
PLNMODBO_05053	CDS	1095	ophA1	1.-.-.-		Phthalate dioxygenase reductase
PLNMODBO_05054	CDS	933				hypothetical protein
PLNMODBO_05055	CDS	1995				hypothetical protein
PLNMODBO_05056	CDS	246				hypothetical protein
PLNMODBO_05057	CDS	648	degU_11		COG2197	Transcriptional regulatory protein DegU
PLNMODBO_05058	CDS	1296				hypothetical protein
PLNMODBO_05059	CDS	801				hypothetical protein
PLNMODBO_05060	CDS	930				hypothetical protein
PLNMODBO_05061	CDS	624				hypothetical protein
PLNMODBO_05062	CDS	627				hypothetical protein
PLNMODBO_05063	CDS	282				hypothetical protein
PLNMODBO_05064	CDS	930				hypothetical protein
PLNMODBO_05065	CDS	918				hypothetical protein
PLNMODBO_05066	CDS	474				hypothetical protein
PLNMODBO_05067	CDS	990				hypothetical protein
PLNMODBO_05068	CDS	1545	novL_2	6.3.1.15		8-demethylnovobiocic acid synthase
PLNMODBO_05069	CDS	729	afsQ1_2			Transcriptional regulatory protein AfsQ1
PLNMODBO_05070	CDS	1806	sasA_14	2.7.-.-		Adaptive-response sensory-kinase SasA
PLNMODBO_05071	CDS	663				hypothetical protein
PLNMODBO_05072	CDS	324				hypothetical protein
PLNMODBO_05073	CDS	2322	cyc2			Germacradienol/geosmin synthase
PLNMODBO_05074	CDS	318				hypothetical protein
PLNMODBO_05075	CDS	1410	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
PLNMODBO_05076	CDS	492				hypothetical protein
PLNMODBO_05077	CDS	714				putative protein
PLNMODBO_05078	CDS	219				hypothetical protein
PLNMODBO_05079	CDS	951	lipA	2.8.1.8	COG0320	Lipoyl synthase
PLNMODBO_05080	CDS	816	lipB	2.3.1.181	COG0321	Octanoyltransferase
PLNMODBO_05081	CDS	1563				55.5 kDa and 49.5 kDa sporulation proteins
PLNMODBO_05082	CDS	1227		1.6.3.5		Renalase
PLNMODBO_05083	CDS	987			COG1090	Epimerase family protein
PLNMODBO_05084	CDS	492	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
PLNMODBO_05085	CDS	519				hypothetical protein
